p_id,start_year,season_days_injured,total_days_injured,season_minutes_played,season_matches_in_squad,total_minutes_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
ericbailly,2018,130,533,694.0,21,5062.0,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,24,3230.0,85.0,79.5,19.0,22.098214285714295,3.5,2,1.0,1066.0,121.0
ericbailly,2019,174,533,168.0,14,5062.0,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,25,3924.0,78.48,96.33333333333331,16.666666666666668,22.098214285714295,3.5,2,1.0,1599.0,130.0
ericbailly,2020,70,533,970.0,26,5062.0,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,26,4092.0,75.77777777777777,115.75,13.5,22.098214285714295,3.5,2,1.0,2132.0,174.0
ericdier,2018,113,152,1579.0,24,11846.0,1994-01-15,188.66666666666663,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender,24,3209.0,89.13888888888889,14.0,36.0,24.769319132465142,3.5,2,0.0,152.0,14.0
ericdier,2019,13,152,1426.0,32,11846.0,1994-01-15,188.66666666666663,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender,25,4788.0,85.5,63.5,28.0,24.769319132465142,3.5,2,0.0,304.0,113.0
ericdier,2020,12,152,2660.0,37,11846.0,1994-01-15,188.66666666666663,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender,26,6214.0,82.85333333333334,46.666666666666664,25.0,24.769319132465142,3.5,2,0.0,456.0,13.0
eriklamela,2018,133,652,1032.0,22,4686.0,1992-03-04,183.16666666666663,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder,26,633.0,70.33333333333333,388.0,9.0,22.851446554523477,4.0,3,1.0,652.0,388.0
eriklamela,2019,78,652,1291.0,27,4686.0,1992-03-04,183.16666666666663,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder,27,1665.0,59.464285714285715,260.5,14.0,22.851446554523477,4.0,3,1.0,1304.0,133.0
eriklamela,2020,53,652,808.0,28,4686.0,1992-03-04,183.16666666666663,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder,28,2956.0,55.77358490566038,199.66666666666663,17.666666666666668,22.851446554523477,4.0,3,0.0,1956.0,78.0
erikpieters,2020,33,50,1345.0,32,9518.0,1988-08-07,183.16666666666663,85.66666666666667,Netherlands,Medium/High,66.33333333333333,78.33333333333333,74.33333333333333,Defender,32,2860.0,92.25806451612904,17.0,31.0,25.534007671793624,3.5,2,0.0,50.0,17.0
ethanampadu,2018,76,370,0.0,4,2210.0,2000-09-14,182.66666666666663,72.66666666666667,Wales,Medium/Medium,60.0,65.0,65.66666666666667,Defender,18,15.0,15.0,123.0,1.0,21.77793169588152,3.0,2,1.0,370.0,123.0
ethanampadu,2020,39,370,2195.0,29,2210.0,2000-09-14,182.66666666666663,72.66666666666667,Wales,Medium/Medium,60.0,65.0,65.66666666666667,Defender,20,15.0,15.0,99.5,0.5,21.77793169588152,3.0,2,0.0,740.0,76.0
ezrikonsa,2020,12,29,3327.0,36,5469.0,1998-04-06,183.0,77.0,England,Medium/Medium,74.8,67.6,65.0,Defender,22,2142.0,85.68,17.0,25.0,22.99262444384723,3.0,2,0.0,29.0,17.0
fabiandelph,2017,61,536,1826.0,25,4426.0,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder,28,254.0,36.285714285714285,126.0,7.0,22.79032897344431,4.0,3,1.0,536.0,126.0
fabiandelph,2018,60,536,771.0,17,4426.0,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder,29,2080.0,71.72413793103448,93.5,14.5,22.79032897344431,4.0,3,0.0,1072.0,61.0
fabiandelph,2019,205,536,1279.0,17,4426.0,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder,30,2851.0,71.275,82.33333333333333,13.333333333333334,22.79032897344431,4.0,3,0.0,1608.0,60.0
fabiandelph,2020,84,536,296.0,15,4426.0,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder,31,4130.0,73.75,113.0,14.0,22.79032897344431,4.0,3,1.0,2144.0,205.0
florianlejeune,2018,394,515,1110.0,13,3795.0,1991-05-20,188.83333333333331,85.0,France,Medium/High,49.5,80.16666666666667,76.83333333333333,Defender,27,2219.0,92.45833333333331,28.0,24.0,23.837549437597428,3.5,2,0.0,515.0,28.0
florianlejeune,2019,86,515,466.0,12,3795.0,1991-05-20,188.83333333333331,85.0,France,Medium/High,49.5,80.16666666666667,76.83333333333333,Defender,28,3329.0,92.47222222222224,211.0,18.0,23.837549437597428,3.5,2,1.0,1030.0,394.0
florinandone,2020,64,818,0.0,1,1095.0,1993-04-11,180.66666666666663,78.0,Romania,High/High,76.0,78.0,75.83333333333333,Forward,27,147.0,49.0,702.0,3.0,23.896733432278985,4.0,4,1.0,818.0,702.0
franciscoquelin,2017,232,411,181.0,19,2045.0,1991-05-13,177.33333333333334,74.0,France,Medium/High,69.66666666666667,79.66666666666667,79.5,Midfielder,26,1864.0,64.27586206896552,33.0,29.0,23.5315732941376,3.5,3,0.0,411.0,33.0
garycahill,2019,36,317,2288.0,27,9986.0,1985-12-19,193.0,86.66666666666667,England,Medium/Medium,54.66666666666666,76.0,80.83333333333333,Defender,34,32.0,16.0,142.0,2.0,23.266843852631393,3.0,2,1.0,317.0,142.0
garycahill,2020,139,317,1900.0,27,9986.0,1985-12-19,193.0,86.66666666666667,England,Medium/Medium,54.66666666666666,76.0,80.83333333333333,Defender,35,2320.0,85.92592592592592,89.0,13.5,23.266843852631393,3.0,2,0.0,634.0,36.0
geoffcameron,2017,34,160,1609.0,28,3332.0,1985-07-11,191.0,84.0,United States,Medium/Medium,62.5,76.33333333333333,74.0,Defender,32,1723.0,90.6842105263158,126.0,19.0,23.025684602944,3.0,2,1.0,160.0,126.0
georginiowijnaldum,2017,11,94,2522.0,35,14630.0,1990-11-11,175.0,70.66666666666667,Netherlands,High/High,79.0,74.16666666666667,82.33333333333333,Midfielder,27,3119.0,86.63888888888889,25.0,36.0,23.07482993197279,4.0,3,0.0,94.0,25.0
georginiowijnaldum,2018,47,94,2846.0,35,14630.0,1990-11-11,175.0,70.66666666666667,Netherlands,High/High,79.0,74.16666666666667,82.33333333333333,Midfielder,28,5641.0,81.7536231884058,18.0,34.5,23.07482993197279,4.0,3,0.0,188.0,11.0
georginiowijnaldum,2019,11,94,3058.0,37,14630.0,1990-11-11,175.0,70.66666666666667,Netherlands,High/High,79.0,74.16666666666667,82.33333333333333,Midfielder,29,8487.0,81.60576923076923,27.666666666666668,34.666666666666664,23.07482993197279,4.0,3,0.0,282.0,47.0
giovanilocelso,2020,134,197,985.0,20,2574.0,1996-04-09,175.5,68.83333333333333,Argentina,High/High,74.16666666666667,64.16666666666667,74.33333333333333,Midfielder,24,1589.0,56.75,55.0,28.0,22.34830344991789,4.0,3,0.0,197.0,55.0
glennmurray,2018,27,60,2636.0,38,5814.0,1983-09-25,184.2,82.4,England,Low/Medium,39.8,71.2,74.6,Forward,35,2300.0,65.71428571428571,21.0,35.0,24.28555092243832,2.5,4,0.0,60.0,21.0
glennmurray,2019,12,60,878.0,37,5814.0,1983-09-25,184.2,82.4,England,Low/Medium,39.8,71.2,74.6,Forward,36,4936.0,67.61643835616438,24.0,36.5,24.28555092243832,2.5,4,0.0,120.0,27.0
granitxhaka,2017,9,90,3421.0,38,14120.0,1992-09-27,185.0,81.66666666666667,Switzerland,Medium/Medium,50.5,77.66666666666667,81.5,Midfielder,25,2666.0,83.3125,10.0,32.0,23.861699537375213,3.0,3,0.0,90.0,10.0
granitxhaka,2018,46,90,2626.0,31,14120.0,1992-09-27,185.0,81.66666666666667,Switzerland,Medium/Medium,50.5,77.66666666666667,81.5,Midfielder,26,6087.0,86.95714285714286,9.5,35.0,23.861699537375213,3.0,3,0.0,180.0,9.0
granitxhaka,2019,25,90,2721.0,31,14120.0,1992-09-27,185.0,81.66666666666667,Switzerland,Medium/Medium,50.5,77.66666666666667,81.5,Midfielder,27,8713.0,88.01010101010101,21.666666666666668,33.0,23.861699537375213,3.0,3,0.0,270.0,46.0
harryarter,2018,99,191,2076.0,27,6214.0,1989-12-28,176.66666666666666,70.0,Republic of Ireland,High/High,64.16666666666667,74.33333333333333,74.16666666666667,Midfielder,29,3127.0,89.34285714285714,6.0,35.0,22.42791028835885,4.0,3,0.0,191.0,6.0
harrykane,2017,35,309,3223.0,37,14341.0,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward,24,2611.0,87.03333333333333,73.0,30.0,22.77614305115437,4.0,4,0.0,309.0,73.0
harrykane,2018,93,309,2547.0,28,14341.0,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward,25,5834.0,87.07462686567165,54.0,33.5,22.77614305115437,4.0,4,0.0,618.0,35.0
harrykane,2019,90,309,2721.0,29,14341.0,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward,26,8381.0,88.22105263157894,67.0,31.666666666666668,22.77614305115437,4.0,4,0.0,927.0,93.0
harrykane,2020,18,309,3239.0,35,14341.0,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward,27,11102.0,89.53225806451613,72.75,31.0,22.77614305115437,4.0,4,0.0,1236.0,90.0
harrymaguire,2020,35,79,3213.0,34,15700.0,1993-03-05,192.0,93.0,England,High/High,47.66666666666666,82.0,77.33333333333333,Defender,27,2830.0,91.29032258064515,44.0,31.0,25.227864583333336,4.0,2,0.0,79.0,44.0
harrywinks,2017,186,340,830.0,21,6400.0,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.16666666666666,71.5,Midfielder,21,620.0,29.52380952380953,59.0,21.0,22.748309006763975,3.5,3,0.0,340.0,59.0
harrywinks,2018,81,340,1707.0,28,6400.0,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.16666666666666,71.5,Midfielder,22,1450.0,39.189189189189186,122.5,18.5,22.748309006763975,3.5,3,1.0,680.0,186.0
harrywinks,2019,8,340,2332.0,36,6400.0,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.16666666666666,71.5,Midfielder,23,3157.0,50.111111111111114,108.66666666666669,21.0,22.748309006763975,3.5,3,0.0,1020.0,81.0
harrywinks,2020,6,340,911.0,30,6400.0,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.16666666666666,71.5,Midfielder,24,5489.0,58.3936170212766,83.5,23.5,22.748309006763975,3.5,3,0.0,1360.0,8.0
henrikhmkhitaryan,2017,23,258,1782.0,27,5046.0,1989-01-21,177.0,75.0,Armenia,High/High,82.16666666666667,68.33333333333333,82.66666666666667,Midfielder,28,1414.0,58.916666666666664,43.0,24.0,23.93948099205209,4.0,3,0.0,258.0,43.0
henrikhmkhitaryan,2018,70,258,1729.0,28,5046.0,1989-01-21,177.0,75.0,Armenia,High/High,82.16666666666667,68.33333333333333,82.66666666666667,Midfielder,29,3196.0,63.92,33.0,25.0,23.93948099205209,4.0,3,0.0,516.0,23.0
henrikhmkhitaryan,2019,85,258,121.0,4,5046.0,1989-01-21,177.0,75.0,Armenia,High/High,82.16666666666667,68.33333333333333,82.66666666666667,Midfielder,30,4925.0,65.66666666666667,45.333333333333336,25.0,23.93948099205209,4.0,3,0.0,774.0,70.0
hugolloris,2017,14,212,3420.0,36,15243.0,1986-12-26,188.0,80.66666666666667,France,Medium/Medium,72.8,53.0,87.33333333333333,Goalkeeper,31,3170.0,93.23529411764706,31.0,34.0,22.82329862682964,3.0,1,0.0,212.0,31.0
hugolloris,2018,40,212,3135.0,33,15243.0,1986-12-26,188.0,80.66666666666667,France,Medium/Medium,72.8,53.0,87.33333333333333,Goalkeeper,32,6590.0,94.14285714285714,22.5,35.0,22.82329862682964,3.0,1,0.0,424.0,14.0
hugolloris,2019,116,212,1908.0,21,15243.0,1986-12-26,188.0,80.66666666666667,France,Medium/Medium,72.8,53.0,87.33333333333333,Goalkeeper,33,9725.0,94.41747572815534,28.333333333333332,34.333333333333336,22.82329862682964,3.0,1,0.0,636.0,40.0
hugolloris,2020,11,212,3610.0,38,15243.0,1986-12-26,188.0,80.66666666666667,France,Medium/Medium,72.8,53.0,87.33333333333333,Goalkeeper,34,11633.0,93.81451612903226,50.25,31.0,22.82329862682964,3.0,1,0.0,848.0,116.0
ibrahimadiallo,2020,32,76,1110.0,28,1110.0,1999-03-08,179.0,63.333333333333336,France,High/High,68.66666666666667,60.66666666666666,67.66666666666667,Midfielder,21,1110.0,50.45454545454545,32.0,22.0,19.766341042206346,4.0,3,0.0,76.0,32.0
isaachayden,2020,99,161,2096.0,27,7932.0,1995-03-22,186.0,79.0,England,Medium/Medium,61.5,74.66666666666667,69.5,Midfielder,25,1982.0,79.28,20.0,25.0,22.835009827725745,3.0,3,0.0,161.0,20.0
isaacsuccess,2017,75,535,0.0,6,1837.0,1996-01-07,183.33333333333331,88.66666666666667,Nigeria,Medium/Medium,80.66666666666667,68.33333333333333,72.33333333333333,Forward,21,594.0,31.26315789473684,91.0,19.0,26.380165289256208,3.0,4,0.0,535.0,91.0
isaacsuccess,2018,39,535,1153.0,33,1837.0,1996-01-07,183.33333333333331,88.66666666666667,Nigeria,Medium/Medium,80.66666666666667,68.33333333333333,72.33333333333333,Forward,22,594.0,31.26315789473684,83.0,9.5,26.380165289256208,3.0,4,0.0,1070.0,75.0
isaacsuccess,2019,330,535,90.0,12,1837.0,1996-01-07,183.33333333333331,88.66666666666667,Nigeria,Medium/Medium,80.66666666666667,68.33333333333333,72.33333333333333,Forward,23,1747.0,35.6530612244898,68.33333333333333,16.333333333333332,26.380165289256208,3.0,4,0.0,1605.0,39.0
islamslimani,2017,39,161,437.0,23,1820.0,1988-06-18,188.0,82.5,Algeria,High/High,62.0,83.0,78.66666666666667,Forward,29,1359.0,59.08695652173913,71.0,23.0,23.342009959257584,4.0,4,0.0,161.0,71.0
ivancavaleiro,2020,14,71,2592.0,36,3360.0,1993-10-18,175.0,76.5,Portugal,High/Medium,86.0,67.0,75.0,Forward,27,768.0,33.391304347826086,43.0,23.0,24.979591836734695,3.5,4,0.0,71.0,43.0
jackbutland,2020,14,24,95.0,31,3895.0,1993-03-10,196.0,95.0,England,Medium/Medium,72.8,53.0,78.83333333333333,Goalkeeper,27,3325.0,95.0,10.0,35.0,24.7292794668888,3.0,1,0.0,24.0,10.0
jackcork,2018,10,229,3493.0,37,13612.0,1989-06-25,184.33333333333331,72.0,England,Medium/High,54.66666666666666,77.66666666666667,77.5,Midfielder,29,2353.0,78.43333333333334,21.0,30.0,21.189696836914553,3.5,3,0.0,229.0,21.0
jackcork,2019,198,229,2738.0,30,13612.0,1989-06-25,184.33333333333331,72.0,England,Medium/High,54.66666666666666,77.66666666666667,77.5,Midfielder,30,5846.0,87.25373134328358,15.5,33.5,21.189696836914553,3.5,3,0.0,458.0,10.0
jackgrealish,2020,80,270,2304.0,26,5713.0,1995-09-10,175.83333333333334,68.0,England,Medium/Medium,75.5,54.66666666666666,75.0,Midfielder,25,3409.0,94.69444444444444,28.0,36.0,21.994115136677067,3.0,3,0.0,270.0,28.0
jackwilshere,2018,220,580,424.0,9,4048.0,1992-01-01,172.0,68.0,England,Medium/Medium,70.0,69.0,79.83333333333333,Midfielder,26,2107.0,72.65517241379311,123.0,29.0,22.985397512168745,3.0,3,1.0,580.0,123.0
jackwilshere,2019,226,580,240.0,16,4048.0,1992-01-01,172.0,68.0,England,Medium/Medium,70.0,69.0,79.83333333333333,Midfielder,27,2531.0,68.4054054054054,171.5,18.5,22.985397512168745,3.0,3,1.0,1160.0,220.0
jairoriedewald,2020,16,60,1934.0,36,3262.0,1996-09-09,183.0,78.83333333333333,Netherlands,Medium/Medium,69.16666666666667,70.0,73.66666666666667,Midfielder,24,834.0,49.05882352941177,15.0,8.5,23.54006788298645,3.0,3,0.0,120.0,6.0
jamaallascelles,2018,64,354,2890.0,33,9869.0,1993-11-11,188.5,86.0,England,Medium/High,61.5,76.5,74.16666666666667,Defender,25,3088.0,93.57575757575758,28.0,33.0,24.2033645491068,3.5,2,0.0,354.0,28.0
jamaallascelles,2019,65,354,2184.0,24,9869.0,1993-11-11,188.5,86.0,England,Medium/High,61.5,76.5,74.16666666666667,Defender,26,5978.0,91.96923076923076,46.0,32.5,24.2033645491068,3.5,2,0.0,708.0,64.0
jamaallascelles,2020,197,354,1707.0,19,9869.0,1993-11-11,188.5,86.0,England,Medium/High,61.5,76.5,74.16666666666667,Defender,27,8162.0,91.70786516853931,52.333333333333336,29.666666666666668,24.2033645491068,3.5,2,0.0,1062.0,65.0
jamallewis,2020,21,197,1943.0,36,4367.0,1998-01-25,177.5,70.0,Northern Ireland,High/Medium,78.0,61.75,66.75,Defender,22,2424.0,86.57142857142857,22.0,28.0,22.217813925808372,3.5,2,0.0,197.0,22.0
jamescollins_1983,2016,39,165,1756.0,31,2866.0,1983-08-23,191.33333333333331,87.66666666666667,Wales,Low/High,37.66666666666666,79.0,75.66666666666667,Defender,33,1756.0,79.81818181818181,39.0,22.0,23.947116026660524,3.0,2,0.0,165.0,39.0
jamescollins_1990,2016,39,165,1756.0,31,2866.0,1990-12-01,188.0,86.0,Republic of Ireland,High/Medium,70.16666666666667,78.83333333333333,67.66666666666667,Forward,26,3512.0,79.81818181818181,39.0,22.0,24.332277048438208,3.5,4,0.0,330.0,39.0
jamescollins_1983,2017,126,165,1110.0,16,2866.0,1983-08-23,191.33333333333331,87.66666666666667,Wales,Low/High,37.66666666666666,79.0,75.66666666666667,Defender,34,8134.0,80.53465346534654,56.4,20.2,23.947116026660524,3.0,2,1.0,825.0,126.0
jamescollins_1990,2017,126,165,1110.0,16,2866.0,1990-12-01,188.0,86.0,Republic of Ireland,High/Medium,70.16666666666667,78.83333333333333,67.66666666666667,Forward,27,9244.0,81.08771929824562,68.0,19.0,24.332277048438208,3.5,4,1.0,990.0,126.0
jamesmaddison,2019,26,201,2755.0,31,7950.0,1996-11-23,177.0,73.0,England,High/Medium,75.5,49.16666666666666,72.66666666666667,Midfielder,23,2997.0,83.25,30.0,36.0,23.301094832264035,3.5,3,0.0,201.0,30.0
jamesmaddison,2020,145,201,2198.0,31,7950.0,1996-11-23,177.0,73.0,England,High/Medium,75.5,49.16666666666666,72.66666666666667,Midfielder,24,5752.0,85.85074626865672,28.0,33.5,23.301094832264035,3.5,3,0.0,402.0,26.0
jamesmcarthur,2018,5,163,3187.0,38,12560.0,1987-10-07,178.0,65.33333333333333,Scotland,High/High,61.16666666666666,75.0,75.83333333333333,Midfielder,31,2075.0,71.55172413793103,10.0,29.0,20.620292050667,4.0,3,0.0,163.0,10.0
jamesmcarthur,2019,24,163,3214.0,37,12560.0,1987-10-07,178.0,65.33333333333333,Scotland,High/High,61.16666666666666,75.0,75.83333333333333,Midfielder,32,5262.0,78.53731343283582,7.5,33.5,20.620292050667,4.0,3,0.0,326.0,5.0
jamesmcarthur,2020,124,163,1531.0,19,12560.0,1987-10-07,178.0,65.33333333333333,Scotland,High/High,61.16666666666666,75.0,75.83333333333333,Midfielder,33,8476.0,81.5,13.0,34.666666666666664,20.620292050667,4.0,3,0.0,489.0,24.0
jamesmccarthy,2017,502,689,211.0,4,3545.0,1990-11-12,180.0,72.0,Republic of Ireland,Medium/High,64.66666666666667,74.5,78.33333333333333,Midfielder,27,648.0,54.0,160.0,12.0,22.22222222222222,3.5,3,1.0,689.0,160.0
jamesmccarthy,2020,27,689,860.0,24,3545.0,1990-11-12,180.0,72.0,Republic of Ireland,Medium/High,64.66666666666667,74.5,78.33333333333333,Midfielder,30,859.0,53.6875,331.0,8.0,22.22222222222222,3.5,3,1.0,1378.0,502.0
jamesmilner,2018,48,165,1907.0,33,9315.0,1986-01-04,175.33333333333334,70.0,England,High/High,64.33333333333333,77.16666666666667,80.5,Midfielder,32,3309.0,91.91666666666669,12.0,36.0,22.7703161821047,4.0,3,0.0,165.0,12.0
jamesmilner,2019,59,165,1026.0,27,9315.0,1986-01-04,175.33333333333334,70.0,England,High/High,64.33333333333333,77.16666666666667,80.5,Midfielder,33,5216.0,77.85074626865672,30.0,33.5,22.7703161821047,4.0,3,0.0,330.0,48.0
jamesmilner,2020,46,165,1166.0,30,9315.0,1986-01-04,175.33333333333334,70.0,England,High/High,64.33333333333333,77.16666666666667,80.5,Midfielder,34,6242.0,70.13483146067416,39.666666666666664,29.666666666666668,22.7703161821047,4.0,3,0.0,495.0,59.0
jamestarkowski,2018,42,151,3257.0,36,13875.0,1992-11-19,189.33333333333331,81.0,England,Medium/Medium,62.5,75.5,75.5,Defender,26,2945.0,95.0,96.0,31.0,22.595963102559026,3.0,2,0.0,151.0,96.0
jamestarkowski,2020,13,151,3420.0,36,13875.0,1992-11-19,189.33333333333331,81.0,England,Medium/Medium,62.5,75.5,75.5,Defender,28,6202.0,93.96969696969695,69.0,33.0,22.595963102559026,3.0,2,0.0,302.0,42.0
jamestomkins,2018,214,515,2694.0,29,9534.0,1989-03-29,191.66666666666663,74.0,England,Medium/Medium,48.0,74.5,76.16666666666667,Defender,29,2071.0,86.29166666666667,22.0,24.0,20.143667296786397,3.0,2,0.0,515.0,22.0
jamestomkins,2019,259,515,1664.0,21,9534.0,1989-03-29,191.66666666666663,74.0,England,Medium/Medium,48.0,74.5,76.16666666666667,Defender,30,4765.0,89.90566037735849,118.0,26.5,20.143667296786397,3.0,2,1.0,1030.0,214.0
jamestomkins,2020,20,515,587.0,12,9534.0,1989-03-29,191.66666666666663,74.0,England,Medium/Medium,48.0,74.5,76.16666666666667,Defender,31,6429.0,90.54929577464787,165.0,23.666666666666668,20.143667296786397,3.0,2,1.0,1545.0,259.0
jamievardy,2019,14,67,3199.0,35,15450.0,1987-01-11,178.66666666666666,74.66666666666667,England,High/High,90.0,76.66666666666667,80.66666666666667,Forward,32,2874.0,84.52941176470588,26.0,34.0,23.390510135887727,4.0,4,0.0,67.0,26.0
jamievardy,2020,27,67,2981.0,34,15450.0,1987-01-11,178.66666666666666,74.66666666666667,England,High/High,90.0,76.66666666666667,80.66666666666667,Forward,33,6073.0,88.01449275362319,20.0,34.5,23.390510135887727,4.0,4,0.0,134.0,14.0
jannikvestergaard,2019,20,145,1580.0,31,6515.0,1992-08-03,199.0,97.66666666666669,Denmark,Medium/Medium,40.5,79.5,78.33333333333333,Defender,27,2130.0,92.6086956521739,53.0,23.0,24.66267686842925,3.0,2,0.0,145.0,53.0
jannikvestergaard,2020,47,145,2805.0,31,6515.0,1992-08-03,199.0,97.66666666666669,Denmark,Medium/Medium,40.5,79.5,78.33333333333333,Defender,28,3710.0,88.33333333333333,36.5,21.0,24.66267686842925,3.0,2,0.0,290.0,20.0
janvertonghen,2018,120,205,2014.0,23,10171.0,1987-04-24,189.0,86.33333333333333,Belgium,High/High,64.83333333333333,79.83333333333333,84.5,Defender,31,3047.0,92.33333333333331,35.0,33.0,24.168789600888367,4.0,2,0.0,205.0,35.0
janvertonghen,2019,24,205,1735.0,34,10171.0,1987-04-24,189.0,86.33333333333333,Belgium,High/High,64.83333333333333,79.83333333333333,84.5,Defender,32,5061.0,92.01818181818182,77.5,27.5,24.168789600888367,4.0,2,1.0,410.0,120.0
japhettanganga,2020,104,129,508.0,14,1059.0,1999-03-31,184.0,73.0,England,Medium/Medium,68.33333333333333,66.33333333333333,66.0,Defender,21,551.0,91.83333333333331,25.0,6.0,21.56190926275992,3.0,2,0.0,129.0,25.0
jeffersonlerma,2019,47,220,2883.0,34,5513.0,1994-10-25,179.0,70.0,Colombia,Medium/High,75.33333333333333,79.66666666666667,76.0,Midfielder,25,2630.0,87.66666666666667,44.0,30.0,21.84700852033332,3.5,3,0.0,220.0,44.0
jeffreyschlupp,2017,56,390,1838.0,27,7427.0,1992-12-23,178.0,72.0,Ghana,High/Medium,86.33333333333333,75.83333333333333,72.0,Midfielder,25,1211.0,63.73684210526316,37.0,19.0,22.724403484408533,3.5,3,0.0,390.0,37.0
jeffreyschlupp,2018,124,390,1779.0,34,7427.0,1992-12-23,178.0,72.0,Ghana,High/Medium,86.33333333333333,75.83333333333333,72.0,Midfielder,26,3049.0,70.90697674418605,46.5,21.5,22.724403484408533,3.5,3,0.0,780.0,56.0
jeffreyschlupp,2019,89,390,1089.0,19,7427.0,1992-12-23,178.0,72.0,Ghana,High/Medium,86.33333333333333,75.83333333333333,72.0,Midfielder,27,4828.0,66.13698630136986,72.33333333333333,24.333333333333332,22.724403484408533,3.5,3,1.0,1170.0,124.0
jeffreyschlupp,2020,84,390,1510.0,27,7427.0,1992-12-23,178.0,72.0,Ghana,High/Medium,86.33333333333333,75.83333333333333,72.0,Midfielder,28,5917.0,65.74444444444444,76.5,22.5,22.724403484408533,3.5,3,0.0,1560.0,89.0
jesselingard,2018,95,192,1734.0,29,7583.0,1992-12-15,174.5,61.833333333333336,England,High/High,80.0,63.833333333333336,77.5,Midfielder,26,1463.0,58.52,33.0,25.0,20.306346691187535,4.0,3,0.0,192.0,33.0
jesselingard,2019,19,192,997.0,26,7583.0,1992-12-15,174.5,61.833333333333336,England,High/High,80.0,63.833333333333336,77.5,Midfielder,27,3197.0,62.68627450980392,64.0,25.5,20.306346691187535,4.0,3,0.0,384.0,95.0
jesselingard,2020,45,192,1486.0,20,7583.0,1992-12-15,174.5,61.833333333333336,England,High/High,80.0,63.833333333333336,77.5,Midfielder,28,4194.0,57.45205479452055,49.0,24.333333333333332,20.306346691187535,4.0,3,0.0,576.0,19.0
joebryan,2020,6,164,728.0,34,3180.0,1993-09-17,171.33333333333334,73.33333333333333,England,High/Medium,82.16666666666667,73.0,71.66666666666667,Defender,27,2452.0,87.57142857142857,47.0,28.0,24.98145316356038,3.5,2,0.0,164.0,47.0
joelmatip,2017,116,523,2114.0,26,7814.0,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,26,2596.0,89.51724137931035,35.0,29.0,23.749765434415472,3.0,2,0.0,523.0,35.0
joelmatip,2018,28,523,1636.0,31,7814.0,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,27,4710.0,88.86792452830188,75.5,26.5,23.749765434415472,3.0,2,0.0,1046.0,116.0
joelmatip,2019,80,523,742.0,16,7814.0,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,28,6346.0,84.61333333333333,59.666666666666664,25.0,23.749765434415472,3.0,2,0.0,1569.0,28.0
joelmatip,2020,264,523,726.0,10,7814.0,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,29,7088.0,84.38095238095238,64.75,21.0,23.749765434415472,3.0,2,0.0,2092.0,80.0
joelward,2019,54,123,2513.0,29,10783.0,1989-10-29,187.83333333333331,83.0,England,Medium/High,64.83333333333333,73.66666666666667,75.0,Defender,30,586.0,83.71428571428571,23.0,7.0,23.52516949065804,3.5,2,0.0,123.0,23.0
