p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
jeffreyschlupp,2017,56,390,1838.0,24,27,7427.0,117,1992-12-23,178.0,72.0,Ghana,High/Medium,86.33333333333333,75.83333333333333,72.0,Midfielder,25,1211.0,19.0,63.73684210526316,37.0,19.0,22.724403484408533,3.5,3.0,0.0,390.0,37.0
jeffreyschlupp,2018,124,390,1779.0,30,34,7427.0,117,1992-12-23,178.0,72.0,Ghana,High/Medium,86.33333333333333,75.83333333333333,72.0,Midfielder,26,3049.0,43.0,70.90697674418605,46.5,21.5,22.724403484408533,3.5,3.0,0.0,780.0,56.0
jeffreyschlupp,2019,89,390,1089.0,17,19,7427.0,117,1992-12-23,178.0,72.0,Ghana,High/Medium,86.33333333333333,75.83333333333333,72.0,Midfielder,27,4828.0,73.0,66.13698630136986,72.33333333333333,24.333333333333332,22.724403484408533,3.5,3.0,1.0,1170.0,124.0
jeffreyschlupp,2020,84,390,1510.0,27,27,7427.0,117,1992-12-23,178.0,72.0,Ghana,High/Medium,86.33333333333333,75.83333333333333,72.0,Midfielder,28,5917.0,90.0,65.74444444444444,76.5,22.5,22.724403484408533,3.5,3.0,0.0,1560.0,89.0
jeremainlens,2016,44,107,78.0,2,3,78.0,2,1987-11-24,178.0,74.0,Netherlands,High/Medium,86.66666666666667,71.33333333333333,78.16666666666667,Forward,29,,,,,,23.355636914530994,3.5,2.0,,,
jermaindefoe,2017,66,162,1158.0,24,26,4698.0,65,1982-10-07,170.66666666666666,66.66666666666667,England,Medium/Low,71.16666666666667,61.0,77.5,Forward,35,,,,,,22.888183593750004,2.5,2.0,,,
jesselingard,2016,33,192,1463.0,25,32,7583.0,122,1992-12-15,174.5,61.833333333333336,England,High/High,80.0,63.833333333333336,77.5,Midfielder,24,,,,,,20.306346691187535,4.0,3.0,,,
jesselingard,2018,95,192,1734.0,26,29,7583.0,122,1992-12-15,174.5,61.833333333333336,England,High/High,80.0,63.833333333333336,77.5,Midfielder,26,1463.0,25.0,58.52,33.0,25.0,20.306346691187535,4.0,3.0,0.0,192.0,33.0
jesselingard,2019,19,192,997.0,22,26,7583.0,122,1992-12-15,174.5,61.833333333333336,England,High/High,80.0,63.833333333333336,77.5,Midfielder,27,3197.0,51.0,62.68627450980392,64.0,25.5,20.306346691187535,4.0,3.0,0.0,384.0,95.0
jesselingard,2020,45,192,1486.0,16,20,7583.0,122,1992-12-15,174.5,61.833333333333336,England,High/High,80.0,63.833333333333336,77.5,Midfielder,28,4194.0,73.0,57.45205479452055,49.0,24.333333333333332,20.306346691187535,4.0,3.0,0.0,576.0,19.0
jetrowillems,2019,278,442,1563.0,19,21,1563.0,19,1994-03-30,173.33333333333334,78.16666666666667,Netherlands,High/Low,78.33333333333333,76.16666666666667,77.0,Defender,25,,,,,,26.017011834319526,3.0,1.0,,,
jimmydunne,2020,24,96,285.0,3,33,285.0,3,1997-10-19,182.5,75.0,Republic of Ireland,Medium/High,52.25,60.75,64.25,Defender,23,,,,,,22.51829611559392,3.5,1.0,,,
joachimandersen,2020,17,81,2913.0,31,31,2913.0,31,1996-05-31,190.66666666666663,87.83333333333333,Denmark,Medium/High,64.16666666666667,73.33333333333333,71.5,Defender,24,,,,,,24.160716905472157,3.5,1.0,,,
joeallen,2017,10,346,3307.0,36,37,6383.0,72,1990-03-14,168.0,62.0,Wales,High/High,66.16666666666667,69.16666666666667,75.83333333333333,Midfielder,27,,,,,,21.9671201814059,4.0,3.0,,,
joebennett,2018,29,64,2781.0,30,37,2781.0,30,1990-03-28,178.0,74.16666666666667,England,High/Medium,70.16666666666667,68.66666666666667,70.33333333333333,Defender,28,,,,,,23.408239700374533,3.5,1.0,,,
joebryan,2018,47,164,2452.0,28,32,3180.0,44,1993-09-17,171.33333333333334,73.33333333333333,England,High/Medium,82.16666666666667,73.0,71.66666666666667,Defender,25,,,,,,24.98145316356038,3.5,1.0,,,
joebryan,2020,6,164,728.0,16,34,3180.0,44,1993-09-17,171.33333333333334,73.33333333333333,England,High/Medium,82.16666666666667,73.0,71.66666666666667,Defender,27,2452.0,28.0,87.57142857142857,47.0,28.0,24.98145316356038,3.5,1.0,0.0,164.0,47.0
joelmatip,2016,35,523,2596.0,29,31,7814.0,94,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,25,,,,,,23.749765434415472,3.0,1.0,,,
joelmatip,2017,116,523,2114.0,24,26,7814.0,94,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,26,2596.0,29.0,89.51724137931035,35.0,29.0,23.749765434415472,3.0,1.0,0.0,523.0,35.0
joelmatip,2018,28,523,1636.0,22,31,7814.0,94,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,27,4710.0,53.0,88.86792452830188,75.5,26.5,23.749765434415472,3.0,1.0,0.0,1046.0,116.0
joelmatip,2019,80,523,742.0,9,16,7814.0,94,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,28,6346.0,75.0,84.61333333333333,59.666666666666664,25.0,23.749765434415472,3.0,1.0,0.0,1569.0,28.0
joelmatip,2020,264,523,726.0,10,10,7814.0,94,1991-08-08,194.66666666666663,90.0,Cameroon,Medium/Medium,66.16666666666667,76.83333333333333,81.83333333333333,Defender,29,7088.0,84.0,84.38095238095238,64.75,21.0,23.749765434415472,3.0,1.0,0.0,2092.0,80.0
joelward,2018,23,123,586.0,7,32,10783.0,119,1989-10-29,187.83333333333331,83.0,England,Medium/High,64.83333333333333,73.66666666666667,75.0,Defender,29,,,,,,23.52516949065804,3.5,1.0,,,
joelward,2019,54,123,2513.0,29,29,10783.0,119,1989-10-29,187.83333333333331,83.0,England,Medium/High,64.83333333333333,73.66666666666667,75.0,Defender,30,586.0,7.0,83.71428571428571,23.0,7.0,23.52516949065804,3.5,1.0,0.0,123.0,23.0
joelward,2020,46,123,2385.0,26,33,10783.0,119,1989-10-29,187.83333333333331,83.0,England,Medium/High,64.83333333333333,73.66666666666667,75.0,Defender,31,3099.0,36.0,86.08333333333333,38.5,18.0,23.52516949065804,3.5,1.0,0.0,246.0,54.0
joeralls,2018,76,125,2105.0,28,31,2105.0,28,1993-10-13,178.0,70.0,England,Medium/High,66.0,64.66666666666667,70.66666666666667,Midfielder,25,,,,,,22.093170054286073,3.5,3.0,,,
johnegan,2019,15,22,3404.0,36,36,6262.0,67,1992-10-20,188.0,73.5,Republic of Ireland,Medium/Medium,68.66666666666667,75.83333333333333,71.66666666666667,Defender,27,,,,,,20.79560887279312,3.0,1.0,,,
johnegan,2020,7,22,2858.0,31,31,6262.0,67,1992-10-20,188.0,73.5,Republic of Ireland,Medium/Medium,68.66666666666667,75.83333333333333,71.66666666666667,Defender,28,3404.0,36.0,94.55555555555556,15.0,36.0,20.79560887279312,3.0,1.0,0.0,22.0,15.0
johnfleck,2019,49,104,2657.0,30,30,5374.0,61,1991-08-24,169.0,72.0,Scotland,Medium/Medium,68.33333333333333,73.66666666666667,71.5,Midfielder,28,,,,,,25.209201358495854,3.0,3.0,,,
johnfleck,2020,55,104,2717.0,31,33,5374.0,61,1991-08-24,169.0,72.0,Scotland,Medium/Medium,68.33333333333333,73.66666666666667,71.5,Midfielder,29,2657.0,30.0,88.56666666666666,49.0,30.0,25.209201358495854,3.0,3.0,0.0,104.0,49.0
johnlundstram,2019,11,11,2602.0,34,35,4804.0,62,1994-02-18,181.0,74.0,England,Medium/High,65.5,67.16666666666667,68.0,Midfielder,25,,,,,,22.587833094227893,3.5,3.0,,,
johnmcginn,2019,167,202,2430.0,28,28,5945.0,65,1994-10-18,176.5,68.0,Scotland,High/High,70.75,76.25,72.0,Midfielder,25,,,,,,21.82827885626239,4.0,3.0,,,
johnstones,2017,74,225,1365.0,17,22,8653.0,106,1994-05-28,188.0,72.5,England,High/Medium,70.5,76.66666666666667,79.83333333333333,Defender,23,,,,,,20.512675418741512,3.5,1.0,,,
johnstones,2018,64,225,1871.0,24,34,8653.0,106,1994-05-28,188.0,72.5,England,High/Medium,70.5,76.66666666666667,79.83333333333333,Defender,24,1365.0,17.0,80.29411764705883,74.0,17.0,20.512675418741512,3.5,1.0,0.0,225.0,74.0
johnstones,2019,67,225,1194.0,16,21,8653.0,106,1994-05-28,188.0,72.5,England,High/Medium,70.5,76.66666666666667,79.83333333333333,Defender,25,3236.0,41.0,78.92682926829268,69.0,20.5,20.512675418741512,3.5,1.0,0.0,450.0,64.0
johnstones,2020,20,225,2090.0,22,34,8653.0,106,1994-05-28,188.0,72.5,England,High/Medium,70.5,76.66666666666667,79.83333333333333,Defender,26,4430.0,57.0,77.71929824561404,68.33333333333333,19.0,20.512675418741512,3.5,1.0,0.0,675.0,67.0
johnterry,2016,45,107,534.0,9,22,534.0,9,1980-12-07,187.0,90.0,England,Medium/High,34.0,78.0,82.33333333333333,Defender,36,,,,,,25.737081414967538,3.5,1.0,,,
jonasolsson,2016,12,12,621.0,7,27,621.0,7,1983-03-10,193.0,84.0,Sweden,High/Medium,47.25,77.75,75.25,Defender,33,,,,,,22.550940964858118,3.5,1.0,,,
jonasolsson,2016,12,12,621.0,7,27,621.0,7,1990-03-21,185.0,77.0,Sweden,High/Medium,67.0,65.0,58.0,Defender,26,621.0,7.0,88.71428571428571,12.0,7.0,22.498173849525198,3.5,1.0,0.0,12.0,12.0
jonathanbenteke,2016,122,122,11.0,1,1,11.0,1,1995-04-28,187.0,76.0,Belgium,Medium/Medium,73.0,58.333333333333336,62.0,Forward,21,,,,,,21.7335354170837,3.0,2.0,,,
jonathanhogg,2017,46,121,2530.0,30,32,5039.0,59,1988-12-06,176.33333333333334,73.16666666666667,England,Medium/High,70.5,77.0,72.83333333333333,Midfielder,29,,,,,,23.53121951393827,3.5,3.0,,,
jonathanhogg,2018,57,121,2509.0,29,31,5039.0,59,1988-12-06,176.33333333333334,73.16666666666667,England,Medium/High,70.5,77.0,72.83333333333333,Midfielder,30,2530.0,30.0,84.33333333333333,46.0,30.0,23.53121951393827,3.5,3.0,0.0,121.0,46.0
jonathanwalters,2016,59,430,1401.0,23,26,1452.0,26,1983-09-20,183.0,79.0,Republic of Ireland,High/High,63.75,80.75,73.25,Forward,33,,,,,,23.589835468362743,4.0,2.0,,,
jonathanwalters,2017,190,430,51.0,3,10,1452.0,26,1983-09-20,183.0,79.0,Republic of Ireland,High/High,63.75,80.75,73.25,Forward,34,1401.0,23.0,60.91304347826087,59.0,23.0,23.589835468362743,4.0,2.0,0.0,430.0,59.0
jonathanwalters,2018,181,430,0.0,0,1,1452.0,26,1983-09-20,183.0,79.0,Republic of Ireland,High/High,63.75,80.75,73.25,Forward,35,1452.0,26.0,55.84615384615385,124.5,13.0,23.589835468362743,4.0,2.0,1.0,860.0,190.0
jongorencstankovic,2018,5,364,740.0,11,27,740.0,11,1996-01-14,190.0,78.0,Slovenia,Medium/Medium,49.66666666666666,64.5,64.0,Defender,22,,,,,,21.606648199445985,3.0,1.0,,,
jonjoekenny,2018,42,119,835.0,10,16,2623.0,34,1997-03-15,176.0,69.33333333333333,England,High/Medium,64.83333333333333,63.833333333333336,64.5,Defender,21,,,,,,22.38292011019284,3.5,1.0,,,
jonjoekenny,2020,63,119,87.0,4,11,2623.0,34,1997-03-15,176.0,69.33333333333333,England,High/Medium,64.83333333333333,63.833333333333336,64.5,Defender,23,835.0,10.0,83.5,42.0,10.0,22.38292011019284,3.5,1.0,0.0,119.0,42.0
jonjoshelvey,2018,129,249,1014.0,16,23,8444.0,102,1992-02-27,184.16666666666663,81.0,England,Low/Medium,62.833333333333336,75.83333333333333,77.16666666666667,Midfielder,26,,,,,,23.88157490632871,2.5,3.0,,,
jonjoshelvey,2019,69,249,2223.0,26,32,8444.0,102,1992-02-27,184.16666666666663,81.0,England,Low/Medium,62.833333333333336,75.83333333333333,77.16666666666667,Midfielder,27,1014.0,16.0,63.375,129.0,16.0,23.88157490632871,2.5,3.0,1.0,249.0,129.0
jonjoshelvey,2020,51,249,2762.0,30,33,8444.0,102,1992-02-27,184.16666666666663,81.0,England,Low/Medium,62.833333333333336,75.83333333333333,77.16666666666667,Midfielder,28,3237.0,42.0,77.07142857142857,99.0,21.0,23.88157490632871,2.5,3.0,0.0,498.0,69.0
jonnyevans,2016,54,166,2783.0,31,31,13447.0,149,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,28,,,,,,21.70882606312163,3.5,1.0,,,
jonnyevans,2017,31,166,2392.0,28,29,13447.0,149,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,29,2783.0,31.0,89.7741935483871,54.0,31.0,21.70882606312163,3.5,1.0,0.0,166.0,54.0
jonnyevans,2018,27,166,2105.0,24,34,13447.0,149,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,30,5175.0,59.0,87.71186440677967,42.5,29.5,21.70882606312163,3.5,1.0,0.0,332.0,31.0
jonnyevans,2019,17,166,3566.0,38,38,13447.0,149,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,31,7280.0,83.0,87.71084337349397,37.333333333333336,27.666666666666668,21.70882606312163,3.5,1.0,0.0,498.0,27.0
jonnyevans,2020,37,166,2601.0,28,28,13447.0,149,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,32,10846.0,121.0,89.63636363636364,32.25,30.25,21.70882606312163,3.5,1.0,0.0,664.0,17.0
jordanayew,2018,10,20,1230.0,20,36,10704.0,140,1991-09-11,182.0,81.0,Ghana,Medium/Medium,76.66666666666667,73.33333333333333,76.33333333333333,Forward,27,,,,,,24.453568409612362,3.0,2.0,,,
jordanayew,2020,10,20,2207.0,33,36,10704.0,140,1991-09-11,182.0,81.0,Ghana,Medium/Medium,76.66666666666667,73.33333333333333,76.33333333333333,Forward,29,1230.0,20.0,61.5,10.0,20.0,24.453568409612362,3.0,2.0,0.0,20.0,10.0
jordanhenderson,2016,129,380,2228.0,24,24,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,26,,,,,,22.189349112426033,4.0,3.0,,,
jordanhenderson,2017,45,380,2288.0,27,31,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,27,2228.0,24.0,92.83333333333333,129.0,24.0,22.189349112426033,4.0,3.0,1.0,380.0,129.0
jordanhenderson,2018,40,380,2120.0,32,33,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,28,4516.0,51.0,88.54901960784314,87.0,25.5,22.189349112426033,4.0,3.0,0.0,760.0,45.0
jordanhenderson,2019,72,380,2344.0,30,31,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,29,6636.0,83.0,79.95180722891567,71.33333333333333,27.666666666666668,22.189349112426033,4.0,3.0,0.0,1140.0,40.0
jordanhenderson,2020,94,380,1792.0,21,23,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,30,8980.0,113.0,79.46902654867256,71.5,28.25,22.189349112426033,4.0,3.0,0.0,1520.0,72.0
jordanpickford,2016,63,84,2755.0,29,31,16478.0,174,1994-03-07,185.0,77.0,England,Medium/Medium,,,77.0,Goalkeeper,22,,,,,,22.498173849525198,3.0,0.0,,,
jordanpickford,2020,21,84,2893.0,31,33,16478.0,174,1994-03-07,185.0,77.0,England,Medium/Medium,,,77.0,Goalkeeper,26,2755.0,29.0,95.0,63.0,29.0,22.498173849525198,3.0,0.0,0.0,84.0,63.0
jordonmutch,2017,64,308,0.0,0,1,68.0,4,1991-12-02,186.0,81.0,England,Medium/Medium,67.25,71.0,70.25,Midfielder,26,,,,,,23.413111342351716,3.0,3.0,,,
jordyclasie,2016,12,173,1061.0,16,31,1061.0,16,1991-06-27,169.0,67.66666666666667,Netherlands,Medium/High,64.0,71.5,76.5,Midfielder,25,,,,,,23.69198090636416,3.5,3.0,,,
joshbrownhill,2020,27,27,2964.0,33,34,3813.0,43,1995-12-19,178.33333333333334,69.0,England,Medium/Medium,70.33333333333333,69.33333333333333,67.33333333333333,Midfielder,25,,,,,,21.696218010306577,3.0,3.0,,,
joshmurphy,2018,43,63,1893.0,29,33,1893.0,29,1995-02-24,173.0,67.0,England,High/Medium,83.0,53.0,67.83333333333333,Midfielder,23,,,,,,22.386314277122523,3.5,3.0,,,
joshonomah,2020,90,373,408.0,11,24,450.0,16,1997-04-27,184.16666666666663,75.16666666666667,England,Medium/Medium,75.16666666666667,57.16666666666666,69.16666666666667,Midfielder,23,,,,,,22.161708400728905,3.0,3.0,,,
joshuaking,2016,9,153,2837.0,36,36,10802.0,141,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward,24,,,,,,23.145352815682486,3.0,2.0,,,
joshuaking,2017,7,153,2581.0,33,33,10802.0,141,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward,25,2837.0,36.0,78.80555555555556,9.0,36.0,23.145352815682486,3.0,2.0,0.0,153.0,9.0
joshuaking,2018,35,153,3095.0,35,35,10802.0,141,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward,26,5418.0,69.0,78.52173913043478,8.0,34.5,23.145352815682486,3.0,2.0,0.0,306.0,7.0
joshuaking,2019,102,153,2098.0,26,26,10802.0,141,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward,27,8513.0,104.0,81.85576923076923,17.0,34.666666666666664,23.145352815682486,3.0,2.0,0.0,459.0,35.0
josipdrmic,2019,152,410,772.0,21,25,772.0,21,1992-08-08,182.33333333333331,79.16666666666667,Switzerland,Medium/Medium,76.66666666666667,69.66666666666667,74.83333333333333,Forward,27,,,,,,23.812786380088838,3.0,2.0,,,
juanfoyth,2018,79,360,986.0,12,23,1064.0,16,1998-01-12,187.0,69.0,Argentina,Medium/High,70.5,68.5,71.75,Defender,20,,,,,,19.73176241814178,3.5,1.0,,,
juanfoyth,2019,227,360,78.0,4,11,1064.0,16,1998-01-12,187.0,69.0,Argentina,Medium/High,70.5,68.5,71.75,Defender,21,986.0,12.0,82.16666666666667,79.0,12.0,19.73176241814178,3.5,1.0,0.0,360.0,79.0
julienngoy,2017,46,64,24.0,1,3,93.0,6,1997-11-02,185.0,72.0,Belgium,Medium/Low,79.0,65.0,63.333333333333336,Forward,20,,,,,,21.0372534696859,2.5,2.0,,,
juninhobacuna,2018,48,48,1489.0,21,26,1489.0,21,1997-08-07,180.33333333333331,74.83333333333333,Netherlands,Medium/Medium,71.66666666666667,68.33333333333333,68.0,Midfielder,21,,,,,,23.011401491726488,3.0,3.0,,,
juniorstanislas,2016,118,660,1521.0,21,25,4765.0,78,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder,27,,,,,,22.694018931589476,3.5,3.0,,,
juniorstanislas,2017,180,660,1379.0,19,19,4765.0,78,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder,28,1521.0,21.0,72.42857142857143,118.0,21.0,22.694018931589476,3.5,3.0,0.0,660.0,118.0
juniorstanislas,2018,306,660,1108.0,23,23,4765.0,78,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder,29,2900.0,40.0,72.5,149.0,20.0,22.694018931589476,3.5,3.0,1.0,1320.0,180.0
juniorstanislas,2019,26,660,757.0,15,19,4765.0,78,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder,30,4008.0,63.0,63.61904761904762,201.33333333333334,21.0,22.694018931589476,3.5,3.0,1.0,1980.0,306.0
kadeemharris,2018,12,12,426.0,13,26,426.0,13,1993-06-08,175.0,68.0,England,High/Medium,84.16666666666667,55.833333333333336,64.33333333333333,Midfielder,25,,,,,,22.20408163265306,3.5,3.0,,,
kaihavertz,2020,19,63,1604.0,27,31,1604.0,27,1999-06-11,187.4,80.0,Germany,Medium/Medium,75.6,60.2,75.6,Midfielder,21,,,,,,22.77984758003984,3.0,3.0,,,
kalvinphillips,2020,60,60,2558.0,29,29,2558.0,29,1995-12-02,177.66666666666666,72.0,England,Medium/High,67.16666666666667,76.5,69.5,Midfielder,25,,,,,,22.809753281542054,3.5,3.0,,,
kamilgrosicki,2016,32,155,962.0,12,12,1116.0,15,1988-06-08,180.0,78.0,Poland,Medium/Low,84.33333333333333,59.833333333333336,74.83333333333333,Midfielder,28,,,,,,24.074074074074073,2.5,3.0,,,
kamilgrosicki,2020,74,155,154.0,3,10,1116.0,15,1988-06-08,180.0,78.0,Poland,Medium/Low,84.33333333333333,59.833333333333336,74.83333333333333,Midfielder,32,962.0,12.0,80.16666666666667,32.0,12.0,24.074074074074073,2.5,3.0,0.0,155.0,32.0
karldarlow,2017,21,204,950.0,10,35,3325.0,35,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper,27,,,,,,22.802962962962965,3.0,0.0,,,
karldarlow,2018,109,204,0.0,0,23,3325.0,35,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper,28,950.0,10.0,95.0,21.0,10.0,22.802962962962965,3.0,0.0,0.0,204.0,21.0
karldarlow,2019,14,204,0.0,0,37,3325.0,35,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper,29,950.0,10.0,95.0,65.0,5.0,22.802962962962965,3.0,0.0,0.0,408.0,109.0
karldarlow,2020,60,204,2375.0,25,31,3325.0,35,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper,30,950.0,10.0,95.0,48.0,3.3333333333333335,22.802962962962965,3.0,0.0,0.0,612.0,14.0
kaseypalmer,2017,82,190,184.0,4,4,184.0,4,1996-11-09,176.66666666666666,68.0,England,High/Medium,74.33333333333333,57.833333333333336,68.66666666666667,Midfielder,21,,,,,,21.787112851548596,3.5,3.0,,,
kasperschmeichel,2016,44,73,2812.0,30,30,16768.0,177,1986-11-05,187.66666666666663,84.66666666666667,Denmark,Medium/Medium,,,81.83333333333333,Goalkeeper,30,,,,,,24.04020582454437,3.0,0.0,,,
kasperschmeichel,2017,29,73,3126.0,33,33,16768.0,177,1986-11-05,187.66666666666663,84.66666666666667,Denmark,Medium/Medium,,,81.83333333333333,Goalkeeper,31,2812.0,30.0,93.73333333333333,44.0,30.0,24.04020582454437,3.0,0.0,0.0,73.0,44.0
keanbryan,2020,21,47,1052.0,13,23,1052.0,13,1996-11-01,184.4,72.0,England,Medium/High,63.0,70.2,63.0,Defender,24,,,,,,21.17437806146216,3.5,1.0,,,
keinandavis,2019,115,152,608.0,18,21,946.0,33,1998-02-13,186.5,71.5,England,Medium/Medium,69.0,71.25,64.5,Forward,21,,,,,,20.556461988514254,3.0,2.0,,,
keinandavis,2020,37,152,338.0,15,33,946.0,33,1998-02-13,186.5,71.5,England,Medium/Medium,69.0,71.25,64.5,Forward,22,608.0,18.0,33.77777777777778,115.0,18.0,20.556461988514254,3.0,2.0,0.0,152.0,115.0
kelechiiheanacho,2017,4,8,893.0,21,32,5099.0,115,1996-10-03,183.33333333333331,79.66666666666667,Nigeria,High/Medium,81.66666666666667,66.83333333333333,73.0,Forward,21,,,,,,23.702479338842984,3.5,2.0,,,
kelechiiheanacho,2019,4,8,1011.0,20,29,5099.0,115,1996-10-03,183.33333333333331,79.66666666666667,Nigeria,High/Medium,81.66666666666667,66.83333333333333,73.0,Forward,23,893.0,21.0,42.523809523809526,4.0,21.0,23.702479338842984,3.5,2.0,0.0,8.0,4.0
kennethzohore,2018,90,487,816.0,19,25,816.0,19,1994-01-31,192.0,96.0,Denmark,Medium/Low,64.33333333333333,72.83333333333333,69.16666666666667,Forward,24,,,,,,26.041666666666668,2.5,2.0,,,
kennymclean,2019,6,99,3141.0,37,38,3141.0,37,1992-01-08,182.33333333333331,70.0,Scotland,High/High,72.66666666666667,68.16666666666667,70.83333333333333,Midfielder,27,,,,,,21.055516378183814,4.0,3.0,,,
kennytete,2020,98,199,1562.0,22,24,1562.0,22,1995-10-09,180.0,73.33333333333333,Netherlands,Medium/High,75.66666666666667,76.66666666666667,76.83333333333333,Defender,25,,,,,,22.633744855967077,3.5,1.0,,,
kensema,2019,27,27,0.0,0,1,794.0,17,1993-09-30,178.8,69.0,Sweden,Medium/Medium,79.0,68.8,69.6,Midfielder,26,,,,,,21.583111871837602,3.0,3.0,,,
kepaarrizabalaga,2018,3,200,3420.0,36,38,7175.0,76,1994-10-03,187.16666666666663,84.5,Spain,Medium/Medium,,,79.33333333333333,Goalkeeper,24,,,,,,24.12124374270991,3.0,0.0,,,
kepaarrizabalaga,2020,57,200,620.0,7,35,7175.0,76,1994-10-03,187.16666666666663,84.5,Spain,Medium/Medium,,,79.33333333333333,Goalkeeper,26,3420.0,36.0,95.0,3.0,36.0,24.12124374270991,3.0,0.0,0.0,200.0,3.0
kevindebruyne,2016,31,287,3009.0,36,37,12312.0,152,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,25,,,,,,21.875604122788275,4.0,3.0,,,
kevindebruyne,2018,161,287,1081.0,19,20,12312.0,152,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,27,3009.0,36.0,83.58333333333333,31.0,36.0,21.875604122788275,4.0,3.0,0.0,287.0,31.0
kevindebruyne,2019,24,287,2917.0,35,36,12312.0,152,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,28,4090.0,55.0,74.36363636363636,96.0,27.5,21.875604122788275,4.0,3.0,1.0,574.0,161.0
kevindebruyne,2020,71,287,2096.0,25,29,12312.0,152,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,29,7007.0,90.0,77.85555555555555,72.0,30.0,21.875604122788275,4.0,3.0,0.0,861.0,24.0
kevinlong,2016,133,175,285.0,3,5,3626.0,41,1990-08-18,188.16666666666663,82.0,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender,26,,,,,,23.159462154441925,2.5,1.0,,,
kevinlong,2019,30,175,602.0,8,29,3626.0,41,1990-08-18,188.16666666666663,82.0,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender,29,285.0,3.0,95.0,133.0,3.0,23.159462154441925,2.5,1.0,1.0,175.0,133.0
kevinlong,2020,12,175,676.0,8,29,3626.0,41,1990-08-18,188.16666666666663,82.0,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender,30,887.0,11.0,80.63636363636364,81.5,5.5,23.159462154441925,2.5,1.0,0.0,350.0,30.0
